Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,126.699997,129.440002,124.230003,128.869995,101.194145,6188700
2006-01-04,127.349998,128.910004,126.379997,127.089996,99.796455,4861600
2006-01-05,126.000000,127.320000,125.610001,127.040001,99.757156,3717400
2006-01-06,127.290001,129.250000,127.290001,128.839996,101.170601,4319600
2006-01-09,128.500000,130.619995,128.000000,130.389999,102.387733,4723500
2006-01-10,130.050003,132.949997,130.020004,132.029999,103.675522,5536800
2006-01-11,131.449997,133.800003,131.419998,131.970001,103.628426,4671400
2006-01-12,131.399994,133.210007,131.380005,132.250000,103.848267,3725500
2006-01-13,132.020004,133.660004,131.899994,133.259995,104.641373,2894900
2006-01-17,131.000000,133.130005,130.589996,132.589996,104.115265,3621600
2006-01-18,131.059998,132.679993,131.009995,132.369995,103.942528,4302700
2006-01-19,132.720001,134.820007,132.710007,133.820007,105.081116,5010700
2006-01-20,132.850006,134.059998,131.250000,131.440002,103.405396,5679900
2006-01-23,131.639999,134.179993,131.639999,132.869995,104.530418,3847900
2006-01-24,132.630005,134.089996,132.339996,133.000000,104.632698,3758000
2006-01-25,133.649994,134.039993,132.460007,133.559998,105.073257,3740500
2006-01-26,133.009995,138.360001,133.009995,137.399994,108.094223,4808200
2006-01-27,137.929993,139.750000,137.100006,138.940002,109.305801,3687900
2006-01-30,139.550003,140.639999,138.710007,139.869995,110.037415,3168600
2006-01-31,139.729996,141.860001,138.449997,141.250000,111.123001,4906200
2006-02-01,141.399994,142.949997,140.429993,141.710007,111.484924,3635900
2006-02-02,142.270004,143.770004,141.399994,142.520004,112.122223,3711000
2006-02-03,141.550003,143.119995,140.699997,142.740005,112.295273,4178900
2006-02-06,142.610001,144.100006,141.600006,142.820007,112.358192,3849300
2006-02-07,142.350006,143.309998,139.479996,139.479996,109.730591,5207700
2006-02-08,140.100006,141.929993,139.320007,141.139999,111.036530,4481400
2006-02-09,141.139999,142.850006,140.490005,140.850006,110.808380,3059500
2006-02-10,140.669998,141.850006,137.800003,140.809998,110.776901,4433100
2006-02-13,139.649994,141.800003,139.149994,139.649994,109.864372,2155200
2006-02-14,141.199997,142.320007,138.770004,141.779999,111.540031,3003100
2006-02-15,142.000000,145.500000,141.399994,145.139999,114.183357,4330700
2006-02-16,146.100006,146.350006,144.210007,145.899994,114.781258,2847300
2006-02-17,146.190002,146.220001,144.059998,145.539993,114.498062,2407200
2006-02-21,145.559998,145.750000,143.009995,143.449997,112.853836,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,114.490196,2664200
2006-02-23,145.610001,145.610001,143.789993,143.960007,113.255074,2457400
2006-02-24,143.050003,145.399994,143.050003,144.160004,113.412407,2314700
2006-02-27,144.809998,145.250000,143.339996,143.820007,113.144920,2282200
2006-02-28,143.600006,144.160004,141.110001,141.289993,111.154510,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,112.617790,2989900
2006-03-02,143.070007,144.860001,142.240005,144.000000,113.286568,2902300
2006-03-03,143.500000,147.479996,143.100006,146.000000,114.859917,4042700
2006-03-06,146.539993,147.080002,144.309998,145.020004,114.088959,2900600
2006-03-07,144.369995,144.460007,143.169998,144.279999,113.506821,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,112.098633,3633100
2006-03-09,142.660004,143.399994,141.199997,141.699997,111.477074,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,111.343353,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,110.706100,4945700
2006-03-14,145.919998,149.500000,145.619995,149.419998,117.550522,11360100
2006-03-15,148.300003,149.639999,147.589996,149.000000,117.220078,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,116.189507,6025800
2006-03-17,148.250000,151.539993,148.029999,150.360001,118.290009,6670000
2006-03-20,150.050003,152.660004,149.800003,152.179993,119.721802,4896800
2006-03-21,151.610001,152.000000,149.009995,149.399994,117.534744,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,119.438583,3770800
2006-03-23,151.169998,151.960007,150.449997,151.669998,119.320648,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,119.713982,2651700
2006-03-27,152.130005,155.360001,152.130005,155.000000,121.940361,4314600
2006-03-28,155.009995,157.820007,154.160004,154.160004,121.279518,6481600
2006-03-29,154.899994,157.570007,154.839996,156.899994,123.435127,4458100
2006-03-30,157.729996,159.630005,155.710007,156.809998,123.364334,4771000
2006-03-31,157.000000,158.380005,156.250000,156.960007,123.482338,3298400
2006-04-03,157.990005,159.880005,156.919998,158.119995,124.394859,3979800
2006-04-04,158.119995,161.360001,158.119995,161.000000,126.660637,5088800
2006-04-05,160.500000,161.919998,160.000000,160.750000,126.463936,4191500
2006-04-06,160.070007,162.070007,160.070007,162.039993,127.478752,4180900
2006-04-07,162.039993,163.160004,159.889999,161.020004,126.676346,4964100
2006-04-10,162.500000,164.050003,161.449997,162.460007,127.809280,4470700
2006-04-11,163.000000,163.300003,158.509995,159.149994,125.205223,4962800
2006-04-12,159.630005,160.300003,158.399994,159.520004,125.496368,3404000
2006-04-13,158.449997,159.690002,158.199997,159.429993,125.425484,2217100
2006-04-17,160.250000,163.210007,160.000000,161.940002,127.400139,3381700
2006-04-18,162.750000,166.179993,161.320007,165.550003,130.240173,4828300
2006-04-19,164.550003,167.570007,163.600006,167.050003,131.420242,4670400
2006-04-20,166.059998,169.309998,166.059998,168.550003,132.600342,4893900
2006-04-21,168.619995,168.660004,165.320007,165.889999,130.779251,3591500
2006-04-24,165.500000,166.270004,163.500000,165.350006,130.353531,3431400
2006-04-25,165.350006,165.600006,161.759995,162.800003,128.343216,3361400
2006-04-26,163.500000,164.649994,162.199997,163.399994,128.816254,3032600
2006-04-27,163.350006,165.789993,162.100006,163.970001,129.265640,4063900
2006-04-28,163.809998,164.889999,158.649994,160.289993,126.364471,5349000
2006-05-01,160.300003,161.669998,156.080002,156.449997,123.337212,5652300
2006-05-02,157.600006,160.000000,157.119995,158.830002,125.213531,3710700
2006-05-03,159.500000,159.850006,157.750000,159.149994,125.465729,2521000
2006-05-04,159.160004,160.330002,158.000000,158.039993,124.590691,2554600
2006-05-05,159.750000,164.600006,159.690002,164.389999,129.596664,3737500
2006-05-08,164.389999,166.550003,162.199997,163.529999,128.918716,2395700
2006-05-09,163.750000,166.259995,163.699997,165.750000,130.668854,2615300
2006-05-10,164.850006,165.410004,162.050003,164.089996,129.360199,3215800
2006-05-11,164.380005,164.490005,158.600006,159.279999,125.568237,3639600
2006-05-12,158.750000,159.699997,156.070007,156.110001,123.069176,4579300
2006-05-15,154.600006,157.000000,151.110001,153.139999,120.727737,6119200
2006-05-16,153.600006,155.110001,150.619995,152.699997,120.380905,4016000
2006-05-17,150.850006,151.149994,147.000000,148.210007,116.841225,7477600
2006-05-18,149.360001,150.250000,146.250000,147.029999,115.910927,6076200
2006-05-19,148.300003,150.449997,146.750000,149.410004,117.787216,6502500
2006-05-22,148.509995,148.509995,143.339996,146.149994,115.217209,8472600
2006-05-23,148.050003,148.880005,143.699997,143.699997,113.285767,5606600
2006-05-24,143.649994,145.589996,140.419998,143.919998,113.459190,8759600
2006-05-25,145.199997,147.320007,144.679993,147.320007,116.139587,5611300
2006-05-26,150.000000,152.940002,149.470001,152.940002,120.570137,5749700
2006-05-30,151.000000,151.949997,149.250000,149.830002,118.118355,5217200
